"","orig.ident","nCount_RNA","nFeature_RNA","Sample","Sample_ID","Plate_ID","Well_ID","Tissue","Pop","Batch","percent.mt","RNA_snn_res.1.5","seurat_clusters","type"
"90","SeuratProject",4028387.05,4639,"S090_P5_D4_Bone_ZolGFPtd_Batch3","S090","P5","D4","Bone","ZolGFPtd","Batch3",0.532872331619674,"0","0","Osteoclast"
"91","SeuratProject",2044946.56,4558,"S091_P5_E4_Bone_ZolGFPtd_Batch3","S091","P5","E4","Bone","ZolGFPtd","Batch3",0.533281417388237,"1","1","Osteoclast"
"92","SeuratProject",2234039.64,5121,"S092_P5_F4_Bone_ZolGFPtd_Batch3","S092","P5","F4","Bone","ZolGFPtd","Batch3",1.1245391330657,"0","0","Osteoclast"
"93","SeuratProject",2090790.59,4027,"S093_P5_C6_Marrow_GFP_Batch3","S093","P5","C6","Marrow","GFP","Batch3",0.723807064771609,"1","1","Other"
"94","SeuratProject",2317207.63,5465,"S094_P5_D7_Marrow_td_Batch3","S094","P5","D7","Marrow","td","Batch3",0.499896938454323,"2","2","Other"
"95","SeuratProject",3023060.01,2528,"S095_P5_E7_Marrow_td_Batch3","S095","P5","E7","Marrow","td","Batch3",0.0744735464249021,"4","4","Other"
"96","SeuratProject",2557116.19,8294,"S096_P5_D8_Marrow_ZolGFPtd_Batch3","S096","P5","D8","Marrow","ZolGFPtd","Batch3",3.06845032333083,"6","6","Osteomorph"
"97","SeuratProject",3583106.33,7913,"S097_P5_E8_Marrow_ZolGFPtd_Batch3","S097","P5","E8","Marrow","ZolGFPtd","Batch3",0.717272601843217,"3","3","Osteomorph"
"98","SeuratProject",5008956.16000001,5548,"S098_P5_F8_Marrow_ZolGFPtd_Batch3","S098","P5","F8","Marrow","ZolGFPtd","Batch3",0.476421019424533,"1","1","Osteomorph"
"99","SeuratProject",3363698.23000001,6986,"S099_P5_D9_Marrow_ZolGFPtd_Batch3","S099","P5","D9","Marrow","ZolGFPtd","Batch3",0.457131970485949,"3","3","Osteomorph"
"100","SeuratProject",3975564.35,5954,"S100_P5_E9_Marrow_ZolGFPtd_Batch3","S100","P5","E9","Marrow","ZolGFPtd","Batch3",0.621195579440187,"2","2","Osteomorph"
"101","SeuratProject",4361317.27,4074,"S101_P5_F9_Marrow_ZolGFPtd_Batch3","S101","P5","F9","Marrow","ZolGFPtd","Batch3",0.174075618213393,"4","4","Osteomorph"
"102","SeuratProject",2614331.97,2050,"S102_P6_F1_Bone_GFP_Batch3","S102","P6","F1","Bone","GFP","Batch3",0.169005315725072,"2","2","Other"
"103","SeuratProject",3048560.43,2584,"S103_P6_D2_Bone_td_Batch3","S103","P6","D2","Bone","td","Batch3",0.289582581769586,"2","2","Other"
"104","SeuratProject",1862244.69,2034,"S104_P6_E2_Bone_td_Batch3","S104","P6","E2","Bone","td","Batch3",0.263173256786143,"4","4","Other"
"105","SeuratProject",2042036.65,4358,"S105_P6_F2_Bone_td_Batch3","S105","P6","F2","Bone","td","Batch3",0.491959338731752,"3","3","Other"
"106","SeuratProject",3616667.96,5935,"S106_P6_C3_Bone_ZolGFPtd_Batch3","S106","P6","C3","Bone","ZolGFPtd","Batch3",0.823259982096891,"0","0","Osteoclast"
"107","SeuratProject",2582299,8077,"S107_P6_D3_Bone_ZolGFPtd_Batch3","S107","P6","D3","Bone","ZolGFPtd","Batch3",0.475838390519456,"0","0","Osteoclast"
"108","SeuratProject",3046473.84,5770,"S108_P6_E3_Bone_ZolGFPtd_Batch3","S108","P6","E3","Bone","ZolGFPtd","Batch3",0.885825430229199,"0","0","Osteoclast"
"109","SeuratProject",2828266.93,3542,"S109_P6_F3_Bone_ZolGFPtd_Batch3","S109","P6","F3","Bone","ZolGFPtd","Batch3",1.31583442868315,"0","0","Osteoclast"
"110","SeuratProject",2742642.19000001,6523,"S110_P6_C4_Bone_ZolGFPtd_Batch3","S110","P6","C4","Bone","ZolGFPtd","Batch3",0.64801088763241,"0","0","Osteoclast"
"111","SeuratProject",2450423.07,5721,"S111_P6_D4_Bone_ZolGFPtd_Batch3","S111","P6","D4","Bone","ZolGFPtd","Batch3",0.832247714677286,"0","0","Osteoclast"
"112","SeuratProject",5278795.7,8956,"S112_P6_E4_Bone_ZolGFPtd_Batch3","S112","P6","E4","Bone","ZolGFPtd","Batch3",1.10906546354882,"3","3","Osteoclast"
"113","SeuratProject",4209465.66,6592,"S113_P6_F4_Bone_ZolGFPtd_Batch3","S113","P6","F4","Bone","ZolGFPtd","Batch3",2.98164280546714,"6","6","Osteoclast"
"114","SeuratProject",2456509.42,6201,"S114_P6_E6_Marrow_GFP_Batch3","S114","P6","E6","Marrow","GFP","Batch3",0.797915523564326,"1","1","Other"
"115","SeuratProject",2169120.24,4417,"S115_P6_D7_Marrow_td_Batch3","S115","P6","D7","Marrow","td","Batch3",0.869292981194994,"1","1","Other"
"116","SeuratProject",2421250.64,2521,"S116_P6_E7_Marrow_td_Batch3","S116","P6","E7","Marrow","td","Batch3",0.200459213920951,"2","2","Other"
"117","SeuratProject",2757435.85,2749,"S117_P6_C8_Marrow_ZolGFPtd_Batch3","S117","P6","C8","Marrow","ZolGFPtd","Batch3",0.969589555456022,"2","2","Osteomorph"
"118","SeuratProject",4161205.17,6899,"S118_P6_D8_Marrow_ZolGFPtd_Batch3","S118","P6","D8","Marrow","ZolGFPtd","Batch3",0.647212740053382,"1","1","Osteomorph"
"119","SeuratProject",2596873.4,6296,"S119_P6_E8_Marrow_ZolGFPtd_Batch3","S119","P6","E8","Marrow","ZolGFPtd","Batch3",2.77287795392721,"1","1","Osteomorph"
"120","SeuratProject",1793446.91,2371,"S121_TP1_C1_Bone_GFP_Batch4","S121","TP1","C1","Bone","GFP","Batch4",0.199438298399365,"4","4","Other"
"121","SeuratProject",3010138.96,2855,"S122_TP1_D1_Bone_GFP_Batch4","S122","TP1","D1","Bone","GFP","Batch4",0.314407079731628,"4","4","Other"
"122","SeuratProject",2574683.59,4915,"S123_TP1_E1_Bone_GFP_Batch4","S123","TP1","E1","Bone","GFP","Batch4",1.30768961789204,"1","1","Other"
"123","SeuratProject",4553375.19,4960,"S124_TP1_C2_Bone_td_Batch4","S124","TP1","C2","Bone","td","Batch4",1.45898278151772,"1","1","Other"
"124","SeuratProject",2256309,4161,"S125_TP1_E2_Bone_td_Batch4","S125","TP1","E2","Bone","td","Batch4",0.999312594152662,"1","1","Other"
"125","SeuratProject",3950786.12000001,7587,"S126_TP1_C3_Bone_ZolGFPtd_Batch4","S126","TP1","C3","Bone","ZolGFPtd","Batch4",0.82237025779568,"0","0","Osteoclast"
"126","SeuratProject",4820305.02,7065,"S127_TP1_D3_Bone_ZolGFPtd_Batch4","S127","TP1","D3","Bone","ZolGFPtd","Batch4",1.19193328558283,"0","0","Osteoclast"
"127","SeuratProject",2291738.59,5134,"S128_TP1_C4_Bone_ZolGFPtd_Batch4","S128","TP1","C4","Bone","ZolGFPtd","Batch4",1.02917279060174,"0","0","Osteoclast"
"128","SeuratProject",2546781.49,5423,"S129_TP1_D4_Bone_ZolGFPtd_Batch4","S129","TP1","D4","Bone","ZolGFPtd","Batch4",1.07755652017088,"0","0","Osteoclast"
"129","SeuratProject",3927053.84,4922,"S130_TP1_E4_Bone_ZolGFPtd_Batch4","S130","TP1","E4","Bone","ZolGFPtd","Batch4",2.2642327715069,"0","0","Osteoclast"
"130","SeuratProject",2828424.2,6606,"S131_TP1_D6_Marrow_GFP_Batch4","S131","TP1","D6","Marrow","GFP","Batch4",0.879513051825818,"3","3","Other"
"131","SeuratProject",3878128.97,6673,"S132_TP1_C7_Marrow_td_Batch4","S132","TP1","C7","Marrow","td","Batch4",1.26440947114763,"3","3","Other"
"132","SeuratProject",3349036.39,3545,"S133_TP1_D7_Marrow_td_Batch4","S133","TP1","D7","Marrow","td","Batch4",0.286650513224193,"2","2","Other"
"133","SeuratProject",3673248.09000001,8825,"S134_TP1_C8_Marrow_ZolGFPtd_Batch4","S134","TP1","C8","Marrow","ZolGFPtd","Batch4",0.857536687645837,"3","3","Osteomorph"
"134","SeuratProject",3481556.81000001,6777,"S135_TP1_D8_Marrow_ZolGFPtd_Batch4","S135","TP1","D8","Marrow","ZolGFPtd","Batch4",0.696845156463207,"0","0","Osteomorph"
"135","SeuratProject",2690944.52,4288,"S136_TP1_C9_Marrow_ZolGFPtd_Batch4","S136","TP1","C9","Marrow","ZolGFPtd","Batch4",1.7494277436831,"1","1","Osteomorph"
"136","SeuratProject",4309210.49,6805,"S137_TP1_D9_Marrow_ZolGFPtd_Batch4","S137","TP1","D9","Marrow","ZolGFPtd","Batch4",0.783464397442326,"0","0","Osteomorph"
"137","SeuratProject",3106111.53000001,5586,"S138_TP1_E9_Marrow_ZolGFPtd_Batch4","S138","TP1","E9","Marrow","ZolGFPtd","Batch4",2.95542736033048,"3","3","Osteomorph"
"138","SeuratProject",3321770.04,4077,"S139_P7_D1_Bone_GFP_Batch4","S139","P7","D1","Bone","GFP","Batch4",0.724933686258425,"1","1","Other"
"139","SeuratProject",2666020.56,2153,"S140_P7_C2_Bone_td_Batch4","S140","P7","C2","Bone","td","Batch4",0.0315451430727151,"5","5","Other"
"140","SeuratProject",4433386.6,8863,"S141_P7_C3_Bone_ZolGFPtd_Batch4","S141","P7","C3","Bone","ZolGFPtd","Batch4",2.26581277617431,"3","3","Osteoclast"
"141","SeuratProject",3811531.39,6199,"S142_P7_D3_Bone_ZolGFPtd_Batch4","S142","P7","D3","Bone","ZolGFPtd","Batch4",0.807682971751677,"0","0","Osteoclast"
"142","SeuratProject",4529826.64,3700,"S143_P7_D4_Bone_ZolGFPtd_Batch4","S143","P7","D4","Bone","ZolGFPtd","Batch4",4.60526476130222,"6","6","Osteoclast"
"143","SeuratProject",3759898.37,8511,"S144_P7_F4_Bone_ZolGFPtd_Batch4","S144","P7","F4","Bone","ZolGFPtd","Batch4",0.719486202495414,"3","3","Osteoclast"
"144","SeuratProject",2685273.74,1675,"S145_P7_E6_Marrow_GFP_Batch4","S145","P7","E6","Marrow","GFP","Batch4",0.0989843217995346,"5","5","Other"
"145","SeuratProject",4108970.85,4545,"S146_P7_F6_Marrow_GFP_Batch4","S146","P7","F6","Marrow","GFP","Batch4",0.83623713222497,"1","1","Other"
"146","SeuratProject",2350568.55,4290,"S147_P7_E8_Marrow_ZolGFPtd_Batch4","S147","P7","E8","Marrow","ZolGFPtd","Batch4",0.694655342002258,"0","0","Osteomorph"
"147","SeuratProject",3328800.04,5026,"S148_P7_F8_Marrow_ZolGFPtd_Batch4","S148","P7","F8","Marrow","ZolGFPtd","Batch4",4.85876766572017,"1","1","Osteomorph"
"148","SeuratProject",1633067.01,3817,"S149_P7_D9_Marrow_ZolGFPtd_Batch4","S149","P7","D9","Marrow","ZolGFPtd","Batch4",0.370883739792159,"1","1","Osteomorph"
"149","SeuratProject",2919091.48,3485,"S150_P7_E9_Marrow_ZolGFPtd_Batch4","S150","P7","E9","Marrow","ZolGFPtd","Batch4",1.30709983778926,"2","2","Osteomorph"
"150","SeuratProject",2625886.43,4458,"S151_P8_E1_Marrow_GFP_Batch5","S151","P8","E1","Marrow","GFP","Batch5",0.575115504900187,"1","1","Other"
"151","SeuratProject",2305472.09,5249,"S152_P8_C2_Marrow_td_Batch5","S152","P8","C2","Marrow","td","Batch5",0.29729702778575,"3","3","Other"
"152","SeuratProject",4353525.94000001,5371,"S153_P8_F2_Marrow_td_Batch5","S153","P8","F2","Marrow","td","Batch5",0.312544364901613,"3","3","Other"
"153","SeuratProject",3814151.95,5338,"S154_P8_E3_Marrow_ZolGFPtd_Batch5","S154","P8","E3","Marrow","ZolGFPtd","Batch5",0.570799493187469,"0","0","Osteomorph"
"154","SeuratProject",2373833.2,5623,"S155_P8_F3_Marrow_ZolGFPtd_Batch5","S155","P8","F3","Marrow","ZolGFPtd","Batch5",0.58521971973431,"0","0","Osteomorph"
"155","SeuratProject",2447269.29,9124,"S156_P8_C4_Marrow_ZolGFPtd_Batch5","S156","P8","C4","Marrow","ZolGFPtd","Batch5",0.519119822731073,"3","3","Osteomorph"
"156","SeuratProject",3114360.28000001,5044,"S157_P8_D4_Marrow_ZolGFPtd_Batch5","S157","P8","D4","Marrow","ZolGFPtd","Batch5",0.375387846906395,"3","3","Osteomorph"
"157","SeuratProject",1583712.52,4770,"S158_P8_E4_Marrow_ZolGFPtd_Batch5","S158","P8","E4","Marrow","ZolGFPtd","Batch5",0.480540496074376,"2","2","Osteomorph"
"158","SeuratProject",2943145.32,2747,"S159_P8_C6_Marrow_GFP_Batch5","S159","P8","C6","Marrow","GFP","Batch5",1.35870762915641,"1","1","Other"
"159","SeuratProject",5591181.29,2822,"S160_P8_D6_Marrow_GFP_Batch5","S160","P8","D6","Marrow","GFP","Batch5",0.275511009230752,"2","2","Other"
"160","SeuratProject",2576312.92,2742,"S161_P8_C7_Marrow_td_Batch5","S161","P8","C7","Marrow","td","Batch5",0.307640424362736,"2","2","Other"
"161","SeuratProject",3103604.76,3390,"S162_P8_D7_Marrow_td_Batch5","S162","P8","D7","Marrow","td","Batch5",0.219439024188119,"2","2","Other"
"162","SeuratProject",5236167.26000001,5818,"S163_P8_F7_Marrow_td_Batch5","S163","P8","F7","Marrow","td","Batch5",0.352914624045069,"3","3","Other"
"163","SeuratProject",3199976.89,6097,"S164_P8_C8_Marrow_ZolGFPtd_Batch5","S164","P8","C8","Marrow","ZolGFPtd","Batch5",0.607425011747506,"3","3","Osteomorph"
"164","SeuratProject",2376291.87,2658,"S165_P8_D8_Marrow_ZolGFPtd_Batch5","S165","P8","D8","Marrow","ZolGFPtd","Batch5",0.897953667619121,"0","0","Osteomorph"
"165","SeuratProject",4360728.61,5193,"S166_P8_E8_Marrow_ZolGFPtd_Batch5","S166","P8","E8","Marrow","ZolGFPtd","Batch5",0.840175651288696,"0","0","Osteomorph"
"166","SeuratProject",3242794.86,7532,"S167_P8_F8_Marrow_ZolGFPtd_Batch5","S167","P8","F8","Marrow","ZolGFPtd","Batch5",0.945279036244678,"3","3","Osteomorph"
"167","SeuratProject",4383886.55,7202,"S168_P8_F9_Marrow_ZolGFPtd_Batch5","S168","P8","F9","Marrow","ZolGFPtd","Batch5",0.392647478525647,"3","3","Osteomorph"
"168","SeuratProject",2812456.72,5039,"S169_P9_D1_Marrow_GFP_Batch5","S169","P9","D1","Marrow","GFP","Batch5",0.726558736164302,"1","1","Other"
"169","SeuratProject",3652616.73,3046,"S170_P9_E1_Marrow_GFP_Batch5","S170","P9","E1","Marrow","GFP","Batch5",0.245091688007463,"4","4","Other"
"170","SeuratProject",3724208.65,4270,"S171_P9_D3_Marrow_ZolGFPtd_Batch5","S171","P9","D3","Marrow","ZolGFPtd","Batch5",0.744273014885994,"1","1","Osteomorph"
"171","SeuratProject",3975477.83000001,6122,"S172_P9_E3_Marrow_ZolGFPtd_Batch5","S172","P9","E3","Marrow","ZolGFPtd","Batch5",0.936349832442656,"3","3","Osteomorph"
"172","SeuratProject",2253241.96,5157,"S173_P9_F3_Marrow_ZolGFPtd_Batch5","S173","P9","F3","Marrow","ZolGFPtd","Batch5",0.237352672058353,"2","2","Osteomorph"
"173","SeuratProject",2728976.74,7613,"S174_P9_C4_Marrow_ZolGFPtd_Batch5","S174","P9","C4","Marrow","ZolGFPtd","Batch5",0.587178694678065,"3","3","Osteomorph"
"174","SeuratProject",2458952.12,4263,"S175_P9_D4_Marrow_ZolGFPtd_Batch5","S175","P9","D4","Marrow","ZolGFPtd","Batch5",0.312770628490318,"2","2","Osteomorph"
"175","SeuratProject",3327524.64000001,8871,"S176_P9_C8_Marrow_ZolGFPtd_Batch5","S176","P9","C8","Marrow","ZolGFPtd","Batch5",0.513503034495936,"3","3","Osteomorph"
"176","SeuratProject",2331748.13,5008,"S177_P9_D8_Marrow_ZolGFPtd_Batch5","S177","P9","D8","Marrow","ZolGFPtd","Batch5",1.96582038215251,"6","6","Osteomorph"
"177","SeuratProject",2673694.39000001,8186,"S178_P9_C9_Marrow_ZolGFPtd_Batch5","S178","P9","C9","Marrow","ZolGFPtd","Batch5",0.797377220064405,"3","3","Osteomorph"
